MG1,JK1,PK3,sP1R,P5S1,P4B2,P2S1,P4S1,JK2,P4S3,MC2,P4WF,PK1,P5WF,fP2R,P5S2,JK3,fP1R,P3WF,MG2,P4S2,sP2R,P2WF,P3S1,MG3,PK2,sP3R,MC3,MC1,fP3R
MEG_4985|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,43.0,0,0,0,0,0,0,0
MEG_7086|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,0,0,0,0,0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,32.0,152.0,0,0,0,0,0,0,113.0
MEG_2866|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethionamide-resistant_mutant|ETHA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.0,0,0,0
MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3880|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,0,0,0,101.0,67.0,0,30.0,0,0,0,0,0,0,0,356.0,155.0,0,0,0,174.0,65.0,179.0,239.0,51.0,0,0,119.0,0,0,140.0
MEG_4669|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0
MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,0,0,0,0,0,0,0
MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,924.0,1763.0,2952.0,6234.0,2710.0,0,3874.0,3844.0,4641.0,3149.0,0,0,1035.0,0,4816.0,5580.0,5634.0,2719.0,0,6185.0,3631.0,4611.0,2378.0,0,0,4373.0,6625.0,0,0,6150.0
MEG_4416|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,0,0,0,0,0,0,132.0,1085.0,0,0,0,0,0,0,129.0
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,2036.0,3516.0,3242.0,0,3949.0,0,2568.0,0,0,0,0,0,24205.0,6882.0,1514.0,0,0,5947.0,0,12991.0,2780.0,0,0,3065.0,6425.0,0,0,9403.0
MEG_5325|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,2444.0,0,0,604.0,1297.0,1076.0,14613.0,0,0,0,0,2374.0,0,650.0,0,0,3019.0,938.0,1491.0,2603.0,0,0,973.0,2428.0,0,0,1712.0
MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM,0,0,707.0,2199.0,0,0,0,0,1529.0,0,0,0,0,0,3295.0,1440.0,849.0,0,0,2412.0,0,2012.0,1513.0,0,0,1128.0,1784.0,0,0,2226.0
MEG_4116|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCX,0,0,0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0
MEG_3436|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,169.0,490.0,0,0,0,0,397.0,0,0,0,0,0,561.0,335.0,250.0,0,0,524.0,0,0,0,0,0,347.0,348.0,0,0,319.0
MEG_504|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTR,0,0,0,310.0,0,0,0,0,256.0,0,0,0,0,0,0,0,163.0,0,0,0,0,0,0,0,0,225.0,0,0,0,0
MEG_2754|Drugs|MLS|Macrolide_esterases|ERED,0,0,0,0,0,0,177.0,0,0,0,0,0,0,0,621.0,0,0,0,21.0,0,0,263.0,555.0,0,0,0,0,0,0,324.0
MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0,0,0,0,0,0,0,185.0
MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,50.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,0,0,0,599.0,0,0,0,0,0,0,0,0,0,0,832.0,0,0,0,0,0,0,494.0,1596.0,0,0,0,0,0,0,557.0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,0,0,0,0,0,0,1838.0,2628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,0,0,0,0,0,0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,108.0,32.0,0,0,0,114.0,270.0,0,0,0,0,277.0,67.0,0,0,9.0,109.0,61.0,147.0,147.0,36.0,0,0,93.0,0,0,101.0
MEG_3446|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KATG|RequiresSNPConfirmation,0,0,3855.0,8834.0,0,0,1490.0,0,5957.0,0,0,0,0,0,0,7124.0,5304.0,0,0,7418.0,0,7945.0,0,0,0,4282.0,9751.0,0,0,8036.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,0,0,0,0,0,0,225.0,0,0,131.0,0,0,0,0,0,0,0,0,0,0,1763.0,17.0,43.0,9.0,0,0,0,0,0,0
MEG_3853|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7257|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM,0,0,2047.0,5000.0,0,0,0,0,4186.0,0,0,0,0,0,0,3644.0,2701.0,0,0,4769.0,2072.0,3562.0,0,0,0,3153.0,4054.0,0,0,0
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979.0,0,0,0,0,0,0,0
MEG_4772|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD,0,0,0,882.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.0,0,0,0,0,0,0,386.0
MEG_7077|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0
MEG_5771|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PERO,0,0,922.0,2317.0,0,0,1049.0,8194.0,1668.0,2945.0,0,0,0,0,4450.0,0,864.0,2317.0,0,1520.0,3140.0,2611.0,939.0,0,0,1101.0,2197.0,0,0,3340.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0
MEG_948|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,12.0,0,0,65.0,114.0,0,0,0,0,0,0,79.0
MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.0,0,0,0,0,0,0,0
MEG_5793|Drugs|betalactams|Class_A_betalactamases|PME,0,0,0,1074.0,0,0,0,0,808.0,0,0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,568.0,0,0,0,0
MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,0,0,0,760.0,0,0,0,0,570.0,0,0,0,0,0,0,0,376.0,0,0,0,0,0,0,0,0,426.0,738.0,0,0,0
MEG_2763|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.0,0,0,0,0
MEG_5160|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0
MEG_4601|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,0,0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,136.0,38.0,0,81.0,64.0,104.0,4461.0,0,0,0,0,1240.0,65.0,0,0,2.0,207.0,147.0,871.0,494.0,43.0,0,0,126.0,0,0,331.0
MEG_5288|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0
MEG_3286|Drugs|Multi-drug_resistance|MDR_acetyltransferase|IBCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0
MEG_2718|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC,0,0,0,577.0,0,0,0,0,508.0,0,0,0,0,0,1385.0,0,0,0,0,0,0,900.0,500.0,0,0,0,595.0,0,0,729.0
MEG_6521|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,429.0,589.0,1693.0,0,0,563.0,0,1295.0,0,0,0,0,0,1723.0,0,689.0,0,0,1628.0,0,1229.0,726.0,0,0,788.0,1148.0,0,0,1475.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0
MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,0,0,0,0,0,0,0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147.0,0,0,0,0,0,0,0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0
MEG_124|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,284.0,0,0,0,0,342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,0,0,0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,187.0,0,0,0,0,0,0,160.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,0,0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,11.0,0,0,110.0,141.0,0,52.0,0,0,4962.0,204.0,0,0,0,2033.0,270.0,0,65.0,11.0,346.0,203.0,1244.0,1074.0,58.0,0,0,153.0,54.0,225.0,371.0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,0,24.0
MEG_708|Drugs|betalactams|Class_A_betalactamases|AER,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,356.0,0,0,0,0,0,0,194.0,72.0,0,0,0,0,0,0,105.0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.0,0,0,0,0,0,0,0,1539.0,0,0,0,0,0,0,0
MEG_4791|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,238.0,0,0,0,0,0,0,0
MEG_6607|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,27.0,73.0,0,0,0,0,0,0,14.0
MEG_3840|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,536.0,387.0,0,168.0,0,439.0,4662.0,0,0,0,0,1585.0,714.0,0,359.0,26.0,909.0,606.0,962.0,969.0,118.0,0,0,471.0,0,0,705.0
MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,371.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.0,0,0,0
MEG_3923|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,0,0,0,1612.0,0,0,0,0,1210.0,0,0,0,0,0,0,936.0,0,0,0,0,0,0,0,0,0,902.0,1161.0,0,0,0
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,144.0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0,0,0,0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.0,0,0,0,0,0,0,0,1609.0,0,0,0,0,0,0,0
MEG_911|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0
MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0
MEG_3250|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,1189.0,2310.0,871.0,0,1123.0,0,1973.0,0,0,0,0,0,0,1794.0,1808.0,0,0,2116.0,0,1247.0,0,0,0,1814.0,2652.0,0,0,2597.0
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,1716.0,2378.0,0,0,4321.0,0,1987.0,0,0,0,0,0,5642.0,3724.0,1266.0,0,0,0,0,4246.0,2532.0,0,0,2326.0,4984.0,0,0,5788.0
MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,0,0,0,1502.0,0,0,0,0,1206.0,0,0,0,0,0,0,0,0,0,0,1546.0,0,638.0,0,0,0,880.0,1006.0,0,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0,0,0,0,0,0,0,0
MEG_6054|Drugs|Rifampin|Rifampin_glycosyltransferase|RGT,0,0,0,695.0,0,0,0,0,572.0,0,0,0,0,0,0,0,370.0,0,0,0,0,0,0,0,0,400.0,741.0,0,0,0
MEG_7844|Drugs|Glycopeptides|Bleomycin_resistance_protein|ZBMA,0,0,0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2652|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|DMER,0,0,0,408.0,0,0,0,0,338.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,0,0,0,0
MEG_4161|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NFXB|RequiresSNPConfirmation,0,0,0,290.0,0,0,0,0,0,0,0,0,0,0,353.0,0,0,0,0,0,0,0,0,0,0,0,192.0,0,0,0
MEG_3908|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0,477.0,620.0,1715.0,0,0,412.0,0,1277.0,0,0,0,0,0,1126.0,0,0,648.0,0,1463.0,0,832.0,857.0,0,0,880.0,1204.0,0,0,1357.0
MEG_2075|Metals|Copper_resistance|Copper_resistance_regulator|COPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162.0,0,0,0,0,0,0,1087.0,0,0,0,0,0,0,0,0
MEG_5149|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.0,0,0,0,0,0,0,0,427.0,0,0,0,0,0,0,143.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0,293.0,0,0,0,0,0,0,0
MEG_3525|Drugs|betalactams|Class_B_betalactamases|L1,0,0,0,456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3634|Drugs|betalactams|Class_B_betalactamases|LRA,0,0,0,0,0,0,0,0,334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,0,0,0,0,0,0,28.0,0,0,5758.0,0,0,0,0,305.0,57.0,0,0,15.0,0,207.0,153.0,338.0,11.0,0,0,53.0,0,0,96.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0,0,0,0,0,0,0,0
MEG_2650|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF,0,0,0,1154.0,0,0,0,0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.0,0,0,0
MEG_2005|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA,0,0,0,512.0,0,0,0,0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.0,0,0,0,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,12.0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,0,0,0,0,0,0,0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.0,0,0,0,0,0,0,0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,234.0,0,0,0,0,0,0,168.0,1075.0,0,0,0,0,0,0,140.0
MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.0,0,0,0,0,0,0,0
MEG_3443|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,0,0,0,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.0,425.0,0,0,0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0,0,0,0,0,0,0,0
MEG_4973|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0
MEG_3938|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,0,0,0,1020.0,0,0,0,0,818.0,0,0,0,0,0,0,0,0,0,0,992.0,0,0,0,0,0,614.0,845.0,0,0,0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783.0,0,0,0,0,0,0,1236.0,1100.0,0,0,0,0,0,0,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.0,0,0,0,0,0,0,0
MEG_3882|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,0,0,0,47.0,0,46.0,65.0,393.0,0,108.0,0,0,0,0,45.0,0,0,16.0,11.0,0,1573.0,29.0,98.0,32.0,0,0,141.0,0,0,64.0
MEG_6604|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0
MEG_7258|Drugs|Aminoglycosides|Aminoglycoside-resistant_arabinosyltransferase|TLYA|RequiresSNPConfirmation,0,0,0,512.0,0,0,0,0,395.0,0,0,0,0,0,0,0,283.0,0,0,0,0,0,0,0,0,355.0,0,0,0,0
MEG_3913|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG,0,180.0,0,698.0,0,0,0,0,558.0,0,0,0,0,0,0,479.0,0,0,0,592.0,0,508.0,0,0,0,362.0,570.0,0,0,398.0
MEG_6092|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,1496.0,2483.0,4151.0,2245.0,0,2750.0,0,4127.0,0,0,0,0,0,1882.0,4662.0,3997.0,0,0,6276.0,2504.0,2504.0,1527.0,0,0,3531.0,5066.0,0,0,4589.0
MEG_3903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,0,0,1789.0,0,0,0,0,1407.0,0,0,0,0,0,2451.0,0,0,0,0,0,0,1862.0,1475.0,0,0,978.0,1845.0,0,0,1752.0
MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,0,0,0,542.0,0,0,0,0,590.0,0,0,0,0,0,3762.0,0,0,308.0,0,0,0,2036.0,1351.0,0,0,0,0,0,0,879.0
MEG_4078|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|MTRAD,0,150.0,218.0,522.0,184.0,0,233.0,0,453.0,0,0,0,0,0,0,324.0,520.0,0,0,0,0,593.0,0,0,0,397.0,545.0,0,0,357.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,0,0,0,398.0,0,0,755.0,0,0,0,0,2858.0,280.0,0,0,0,0,766.0,1172.0,538.0,0,0,0,0,0,0,1537.0
MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,1143.0,0,0,0,0,633.0,0,0,0,0,0,3146.0,0,0,1490.0,0,0,650.0,1410.0,595.0,93.0,0,0,0,0,0,2697.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0
MEG_5214|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,27.0,57.0,0,0,0,0,0,0,0
MEG_1049|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
